id,price,zipcode,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,house_age,is_renovated,years_since_renovation,dist_to_center_km,living_lot_ratio,basement_flag,lat,long,split
3361401011,110000.0,98168,2,1.0,600,6120,1.0,0,0,3,5,600,0,72,0,72,11.89635476856491,0.0980392156862745,0,47.4997,-122.317,train
3802000020,154950.0,98002,4,1.0,1600,10183,1.0,0,0,4,6,1600,0,48,0,48,37.72130729815154,0.1571246194638122,0,47.277,-122.211,train
6600400370,215000.0,98042,3,1.0,1190,7500,1.0,0,0,5,7,1190,0,46,0,46,34.39891322685951,0.1586666666666666,0,47.3248,-122.142,train
4217401240,990000.0,98105,3,2.5,2160,6000,1.5,0,0,4,8,1880,280,75,0,75,6.97669831366199,0.36,1,47.6582,-122.28,train
5104540500,589950.0,98038,4,2.5,3190,8195,2.0,0,0,3,10,3190,0,8,0,8,37.26602091517923,0.3892617449664429,0,47.3555,-122.003,train
425000175,208950.0,98056,3,1.0,960,5700,1.0,0,0,4,5,960,0,58,0,58,16.979768481462436,0.1684210526315789,0,47.4983,-122.172,train
1930300410,575000.0,98103,2,1.0,1250,4320,1.0,0,0,4,7,850,400,104,0,104,5.616762697593932,0.2893518518518518,1,47.6549,-122.352,train
4045700115,370000.0,98001,3,1.75,1620,37913,2.0,0,0,4,7,1620,0,61,1,39,35.585721091616485,0.0427294067997784,0,47.2875,-122.289,train
8956000120,735000.0,98027,4,2.75,2450,4187,2.0,0,2,3,8,2450,0,4,0,4,24.605233908929616,0.5851444948650585,0,47.5471,-122.016,train
2592400140,386500.0,98034,3,1.75,1520,7350,1.0,0,0,4,7,1140,380,43,0,43,17.27269984672966,0.2068027210884353,1,47.7167,-122.17,train
8732160250,204250.0,98023,3,2.25,1960,7708,1.0,0,0,4,7,1490,470,31,0,31,34.40371050477345,0.2542812662169175,1,47.2981,-122.374,train
6084600420,245000.0,98001,4,2.25,2190,9113,2.0,0,0,3,7,2190,0,28,0,28,31.660399125144743,0.2403160320421376,0,47.3241,-122.275,train
9577800005,775000.0,98126,3,2.5,2780,5467,2.0,0,2,3,9,2780,0,14,0,14,4.574710142614451,0.5085055789281141,0,47.5791,-122.378,train
2597490750,689500.0,98029,4,2.5,2050,2772,2.0,0,0,3,8,2050,0,2,0,2,25.08849630196079,0.7395382395382395,0,47.5431,-122.011,train
822039084,1350000.0,98070,3,2.5,2753,65005,1.0,1,2,5,9,2165,588,62,0,62,24.18218624231806,0.0423505884162756,1,47.4041,-122.451,train
7304301045,257000.0,98155,2,1.0,770,11084,1.0,0,0,4,6,770,0,68,0,68,15.811533893483691,0.0694695055936485,0,47.7482,-122.321,train
5379804690,249000.0,98188,3,1.75,2120,18335,1.0,0,0,3,7,1380,740,53,0,53,17.818789918031463,0.1156258521952549,1,47.451,-122.273,train
1020069042,858000.0,98022,4,3.5,4370,422967,1.0,0,2,4,10,2580,1790,36,0,36,47.33142038840219,0.0103317752921622,1,47.2332,-122.029,train
2420069278,287000.0,98022,3,2.5,1820,8722,1.5,0,0,3,7,1820,0,89,1,7,50.70884400110354,0.2086677367576244,0,47.2137,-121.989,train
1338800785,1234000.0,98112,4,3.0,2660,4600,1.5,0,0,3,8,1820,840,109,1,13,2.979277126114023,0.5782608695652174,1,47.6258,-122.305,train
3362401758,467000.0,98103,3,2.25,1420,990,3.0,0,0,3,8,1420,0,6,0,6,8.30319322885256,1.4343434343434345,0,47.6801,-122.348,train
1118001201,2300000.0,98112,4,2.5,3370,8402,1.0,0,0,5,10,2240,1130,53,0,53,4.487845412223568,0.4010949773863366,1,47.6349,-122.29,train
2887702070,490000.0,98115,2,1.0,1420,4305,1.0,0,0,4,7,920,500,73,0,73,9.056832795495673,0.329849012775842,1,47.6864,-122.311,train
5316100106,1399000.0,98112,3,2.5,2560,3600,2.0,0,0,3,9,2110,450,47,1,11,4.906121962644582,0.7111111111111111,1,47.632,-122.279,train
7625703260,400950.0,98136,2,1.75,2320,6250,1.0,0,0,3,7,1400,920,66,0,66,7.744227950053609,0.3712,1,47.5468,-122.386,train
7212660540,200000.0,98003,4,2.5,1720,8638,2.0,0,0,3,8,1720,0,21,0,21,37.36687874716579,0.1991201667052558,0,47.2704,-122.313,train
1370804461,565000.0,98199,3,1.75,1130,5111,1.0,0,0,4,7,930,200,73,0,73,6.190473346569285,0.2210917628644101,1,47.6379,-122.4,train
4338800720,240000.0,98166,4,2.0,1750,7800,1.0,0,0,4,6,1750,0,71,0,71,14.177059007607452,0.2243589743589743,0,47.4791,-122.347,train
1704900303,608000.0,98118,3,2.25,1720,5234,2.0,0,0,3,9,1240,480,3,0,3,7.018520313227928,0.3286205578907145,1,47.5547,-122.278,train
7215720680,587000.0,98075,4,2.75,2210,8430,2.0,0,0,3,9,2210,0,16,0,16,23.63670069430071,0.262158956109134,0,47.5994,-122.017,train
1370803460,1340000.0,98199,3,3.0,2960,5500,2.0,0,2,3,10,2440,520,77,1,24,6.175247953183898,0.5381818181818182,1,47.6356,-122.402,train
5469502460,375000.0,98042,4,2.75,3140,24800,1.0,0,0,4,8,2080,1060,43,0,43,28.425420489670508,0.1266129032258064,1,47.3782,-122.161,train
2155000480,499950.0,98052,3,1.5,1350,9315,1.0,0,0,3,7,1350,0,47,0,47,16.65036371628472,0.144927536231884,0,47.6587,-122.124,train
1370803820,629000.0,98199,3,2.0,1760,5000,1.0,0,0,5,7,960,800,94,0,94,6.560232051100254,0.352,1,47.6408,-122.403,train
2011400583,402000.0,98198,3,2.5,2700,9994,1.0,0,3,4,7,1350,1350,55,0,55,23.276918214903297,0.270162097258355,1,47.397,-122.321,train
3630200780,1051000.0,98029,4,3.75,3860,5474,2.5,0,0,3,10,3860,0,7,0,7,26.350524524341456,0.7051516258677384,0,47.5396,-121.995,train
934300140,284950.0,98198,4,1.5,2000,6778,1.0,0,0,4,7,1170,830,53,0,53,26.223255738064285,0.2950722927117143,1,47.3708,-122.311,train
4229900140,310000.0,98136,2,1.0,720,5750,1.0,0,0,2,6,720,0,71,0,71,7.4300545328207805,0.1252173913043478,0,47.5535,-122.393,train
9238440130,337000.0,98042,4,2.5,2230,5970,2.0,0,0,4,7,2230,0,12,0,12,29.867754880723325,0.3735343383584589,0,47.3745,-122.131,train
100100050,275000.0,98155,3,1.0,1320,11090,1.0,0,0,3,7,1320,0,59,0,59,18.8650769954235,0.1190261496844003,0,47.7748,-122.304,train
5249803745,367500.0,98118,2,1.0,810,4800,1.0,0,0,3,6,810,0,95,0,95,6.819769160612659,0.16875,0,47.5614,-122.27,train
6699000740,359500.0,98042,6,3.75,3190,4700,2.0,0,0,3,8,3190,0,12,0,12,31.097142031963244,0.6787234042553192,0,47.3724,-122.105,train
3508100161,500000.0,98116,4,3.0,2570,9104,2.0,0,2,3,7,2570,0,85,0,85,5.820256740786948,0.2822934973637961,0,47.5821,-122.401,train
8673400177,525000.0,98107,3,3.0,1730,1074,3.5,0,0,3,8,1730,0,9,0,9,8.319623320769422,1.6108007448789572,0,47.6692,-122.392,train
1823059106,288250.0,98178,3,1.75,2110,15400,1.0,0,0,3,7,1380,730,52,0,52,15.548616904717216,0.137012987012987,1,47.4861,-122.226,train
267010020,570000.0,98008,4,2.0,1790,7800,1.0,0,0,5,8,1790,0,42,0,42,17.321470745264094,0.2294871794871794,0,47.6266,-122.103,train
5560000480,169950.0,98023,3,1.0,840,8470,1.0,0,0,4,6,840,0,53,0,53,30.993199352637,0.0991735537190082,0,47.3275,-122.338,train
6817810190,401000.0,98074,3,2.0,1240,11172,1.0,0,0,3,7,1000,240,30,0,30,22.37075821947029,0.1109917651271034,1,47.6364,-122.037,train
4222200210,245000.0,98003,4,2.0,1580,8000,1.0,0,0,3,7,1040,540,47,0,47,28.93226307400013,0.1975,1,47.3467,-122.304,train
2798000020,1395000.0,98040,4,3.5,3560,16782,2.0,0,0,3,10,2560,1000,0,0,0,9.725313734451564,0.212132046240019,1,47.5569,-122.225,train
1558500050,435000.0,98019,3,2.5,3380,7074,2.0,0,0,3,8,2200,1180,15,0,15,30.743951448859832,0.4778060503251343,1,47.7462,-121.978,train
3501600114,646000.0,98117,4,2.5,2310,4079,2.0,0,0,3,8,2310,0,6,0,6,9.967483057935024,0.5663152733513116,0,47.6937,-122.361,train
7443000640,460000.0,98119,3,1.75,1400,2003,1.0,0,0,4,8,700,700,106,1,8,5.642002915722658,0.6989515726410385,1,47.6508,-122.368,train
2321059093,506000.0,98092,3,2.5,2100,213008,1.0,0,0,3,8,2100,0,24,0,24,37.032910736028,0.009858784646586,0,47.2984,-122.144,train
4058200915,324950.0,98178,3,1.75,2050,6720,1.0,0,2,3,7,1050,1000,75,0,75,13.331483411688332,0.3050595238095238,1,47.5058,-122.235,train
8016300240,714000.0,98008,3,1.75,2260,11781,1.0,0,0,4,8,1520,740,47,0,47,15.328400691163829,0.1918343094813683,1,47.5982,-122.128,train
2705600069,514950.0,98117,3,2.25,1310,1264,3.0,0,0,3,8,1310,0,1,0,1,10.594331985292866,1.0363924050632911,0,47.6987,-122.366,train
3904960150,535000.0,98029,3,2.5,1970,6634,2.0,0,0,3,8,1970,0,26,0,26,24.24015610317092,0.2969550798914682,0,47.5759,-122.012,train
9106000005,1310000.0,98115,4,2.25,3750,5000,2.0,0,0,5,8,2440,1310,91,0,91,7.922734236336927,0.75,1,47.6747,-122.303,train
3735900590,590000.0,98115,3,2.25,2210,5742,1.0,0,0,3,8,1460,750,63,0,63,9.278376098247836,0.3848833159177987,1,47.6891,-122.318,train
6190701146,520500.0,98133,6,2.5,1880,14350,1.0,0,0,5,7,1640,240,60,0,60,16.67918786325536,0.1310104529616724,1,47.7556,-122.352,train
8155750010,237000.0,98030,3,2.0,1290,7952,1.0,0,0,3,7,1290,0,16,0,16,26.639878304734665,0.1622233400402414,0,47.3867,-122.19,train
3793501400,397000.0,98038,4,2.5,3000,8584,2.0,0,0,3,7,3000,0,11,0,11,34.70071373284032,0.3494874184529357,0,47.369,-122.032,train
8691410310,680000.0,98075,4,2.5,3290,6012,2.0,0,0,3,9,3290,0,10,0,10,26.42338197361449,0.5472388556220892,0,47.5961,-121.98,train
9209900270,515000.0,98112,2,1.0,1060,4228,1.0,0,0,3,7,860,200,109,0,109,3.481565678273316,0.2507095553453169,1,47.6231,-122.293,train
4046600320,420000.0,98014,3,2.25,2020,21010,2.0,0,0,3,7,2020,0,19,0,19,32.895317813080695,0.0961446930033317,0,47.6988,-121.915,train
5220300140,408000.0,98133,2,1.0,810,7440,1.0,0,0,5,6,810,0,66,0,66,14.354974086834652,0.1088709677419354,0,47.7346,-122.352,train
5592900205,380000.0,98056,2,1.75,1800,7191,1.0,0,3,4,7,990,810,63,0,63,17.333267757149812,0.2503128911138924,1,47.4828,-122.191,train
9433000390,784950.0,98052,4,2.75,2840,4227,3.0,0,0,3,9,2840,0,0,0,0,20.41267516391415,0.6718713035249586,0,47.7097,-122.107,train
5459500145,975000.0,98040,5,2.75,3100,10014,1.0,0,2,4,9,1660,1440,41,0,41,9.647692996724352,0.3095666067505492,1,47.5734,-122.213,train
2141310020,779000.0,98006,5,2.25,2830,7738,2.0,0,0,4,8,2830,0,38,0,38,15.64684558796414,0.3657275781855776,0,47.5582,-122.136,train
9201000460,705000.0,98075,4,2.25,2620,10536,1.0,0,0,3,8,1520,1100,35,0,35,19.426434130400647,0.2486712224753227,1,47.5847,-122.075,train
1387300570,401000.0,98011,3,2.75,2020,9505,1.0,0,0,3,7,1260,760,45,0,45,17.981766823835713,0.212519726459758,1,47.7399,-122.197,train
6745700190,880000.0,98144,3,1.75,2070,5000,1.5,0,0,3,8,2070,0,95,0,95,4.033445858253825,0.414,0,47.5828,-122.291,train
2488200459,405000.0,98136,2,3.0,1410,1240,2.0,0,0,3,8,1140,270,8,0,8,10.31130404778848,1.1370967741935485,1,47.5221,-122.39,train
3345700207,608500.0,98056,4,3.5,2850,5577,2.0,0,0,3,8,1950,900,1,0,1,13.84241953471772,0.5110274341043571,1,47.5252,-122.192,train
8122101146,320000.0,98126,2,1.0,710,5200,1.0,0,2,4,6,710,0,72,0,72,8.167137286408114,0.1365384615384615,0,47.5376,-122.371,train
4027701291,550000.0,98028,4,3.0,2760,13113,1.0,0,0,4,8,1760,1000,40,0,40,18.502018164000063,0.2104781514527568,1,47.7669,-122.268,train
5347200070,339000.0,98126,3,1.0,1150,2496,1.0,0,0,3,6,1010,140,68,0,68,10.198312508436214,0.4607371794871794,1,47.5194,-122.376,train
369000690,403504.0,98199,4,1.0,1060,5750,1.0,0,0,3,6,950,110,110,0,110,7.0064560838106935,0.1843478260869565,1,47.6562,-122.389,train
2570300130,414999.0,98034,4,2.5,2150,10098,1.0,0,0,3,7,1090,1060,52,0,52,15.719262506215529,0.2129134482075658,1,47.7166,-122.201,train
4036800910,562000.0,98008,3,1.5,1830,8000,1.0,0,0,4,7,1830,0,57,0,57,15.759840157182346,0.22875,0,47.6017,-122.122,train
5418500800,825000.0,98115,3,2.25,2510,10418,1.0,0,0,3,8,1810,700,47,0,47,11.042182901864956,0.2409291610673833,1,47.7003,-122.285,train
6632300230,377500.0,98125,3,2.0,1370,7200,1.0,0,0,3,7,1130,240,88,1,59,14.203502266737628,0.1902777777777777,1,47.7329,-122.308,train
284000095,1200000.0,98146,2,2.25,2160,17861,2.0,1,4,4,9,2160,0,58,0,58,12.247737578652776,0.120933878282291,0,47.502,-122.385,train
7689600215,202500.0,98178,3,1.0,1120,8576,1.0,0,0,3,6,1120,0,71,0,71,14.42016501180988,0.1305970149253731,0,47.4896,-122.248,train
9211500560,245000.0,98023,3,2.0,1690,6790,1.0,0,0,3,7,1360,330,35,0,35,34.447952627560284,0.2488954344624447,1,47.2981,-122.38,train
1839500115,320000.0,98056,4,1.5,2220,6811,1.0,0,0,4,7,1270,950,53,0,53,15.275628586788724,0.3259433269710762,1,47.5059,-122.193,train
4024101395,370000.0,98155,3,1.75,1650,8254,1.0,0,0,5,7,1060,590,63,0,63,17.18652188967342,0.1999030772958565,1,47.7596,-122.304,train
522059062,372000.0,98031,4,2.75,2330,14175,1.0,0,0,3,7,1800,530,34,0,34,23.22671436757113,0.164373897707231,1,47.4193,-122.194,train
7853340660,382000.0,98065,2,2.5,1650,2710,2.0,0,2,3,8,1650,0,6,0,6,35.4777753443111,0.6088560885608856,0,47.5173,-121.878,train
798000421,292000.0,98168,3,1.0,1730,21183,1.0,0,0,3,7,1030,700,60,0,60,11.542035825338434,0.0816692630883255,1,47.5024,-122.332,train
3438500714,325000.0,98106,4,2.5,1890,6156,1.0,0,0,3,7,980,910,34,0,34,6.394406609842062,0.3070175438596491,1,47.551,-122.356,train
7525570020,790100.0,98052,4,2.5,2590,9341,2.0,0,0,3,8,2590,0,30,0,30,17.041757764015795,0.2772722406594583,0,47.6496,-122.114,train
5452302195,685000.0,98040,3,2.5,1460,8800,1.0,0,0,4,7,1460,0,58,0,58,7.732005399834396,0.1659090909090909,0,47.5895,-122.232,train
7205000180,320000.0,98023,4,2.25,2000,10374,2.0,0,1,4,7,2000,0,48,0,48,30.25084851150133,0.192789666473877,0,47.3342,-122.34,train
7852110070,567500.0,98065,3,2.5,2300,7398,2.0,0,0,3,8,2300,0,13,0,13,35.07342921728224,0.3108948364422817,0,47.5369,-121.876,train
4310700778,539950.0,98103,3,2.25,1860,1558,3.0,0,0,3,8,1860,0,1,0,1,10.509516760147084,1.1938382541720154,0,47.7006,-122.339,train
3904910650,585000.0,98029,3,2.5,2060,10839,2.0,0,0,3,8,2060,0,28,0,28,24.09419717196641,0.190054433065781,0,47.5675,-122.016,train
1238501188,1035000.0,98033,4,2.5,2910,9131,2.0,0,0,3,10,2910,0,0,0,0,13.855172568514687,0.318694557003614,0,47.6826,-122.186,train
1556200265,552500.0,98122,3,2.25,2700,4025,2.0,0,0,4,8,1760,940,107,0,107,2.859443723218474,0.6708074534161491,1,47.6074,-122.294,train
5104540330,679000.0,98038,4,2.5,3680,7236,2.0,0,0,3,10,3680,0,9,0,9,37.26681612763815,0.5085682697622996,0,47.3543,-122.005,train
1762600190,1035000.0,98033,4,2.5,3170,47502,2.0,0,0,3,10,3170,0,26,0,26,12.02913444560666,0.0667340322512736,0,47.6495,-122.185,train
8818400155,630000.0,98105,3,1.0,1590,4080,1.5,0,0,3,7,1590,0,93,0,93,6.221489519841106,0.3897058823529412,0,47.662,-122.326,train
3158500460,359500.0,98038,3,2.5,2070,4689,2.0,0,0,3,8,2070,0,2,0,2,34.840096883151965,0.4414587332053742,0,47.3545,-122.056,train
9214400135,510000.0,98115,2,1.0,890,6095,1.0,0,0,3,7,890,0,68,0,68,8.83914071265914,0.1460213289581624,0,47.6823,-122.298,train
7431500280,959750.0,98008,4,3.0,3060,50002,1.0,0,2,4,8,2460,600,57,0,57,17.769305836879706,0.061197552097916,1,47.6205,-122.096,train
7525211520,431000.0,98052,3,2.5,1690,2752,2.0,0,0,3,8,1690,0,36,0,36,17.062668769144935,0.6140988372093024,0,47.6332,-122.108,train
293760150,1040000.0,98029,4,3.5,4320,8490,2.0,0,0,3,10,3280,1040,9,0,9,23.388354075833103,0.508833922261484,1,47.5568,-122.029,train
8651511030,525000.0,98074,3,1.75,2120,9146,1.0,0,0,3,8,1260,860,33,0,33,20.60969875904749,0.2317953203586267,1,47.6475,-122.064,train
9533100145,750000.0,98004,3,1.0,1120,8549,1.0,0,0,3,7,1120,0,63,0,63,9.86969269130901,0.1310094747923733,0,47.6294,-122.205,train
2946002914,325000.0,98198,3,1.75,2300,6200,1.0,0,0,4,7,1150,1150,45,0,45,20.98249710283408,0.3709677419354839,1,47.4176,-122.323,train
8078550610,279000.0,98031,4,2.75,2180,8475,1.0,0,0,4,7,1330,850,28,0,28,25.378048251083644,0.2572271386430678,1,47.4045,-122.174,train
6802200110,231200.0,98022,3,2.0,1400,8821,1.0,0,0,3,7,1400,0,23,0,23,52.5211024448363,0.158712164153724,0,47.1949,-121.989,train
6745700150,749000.0,98144,4,1.5,2130,5000,2.0,0,0,4,8,2130,0,94,0,94,4.033445858253825,0.426,0,47.5828,-122.291,train
8864000735,275000.0,98168,4,2.0,2030,8426,2.0,0,0,3,7,2030,0,70,0,70,14.37049380264693,0.2409209589366247,0,47.4806,-122.287,train
8563000250,522500.0,98008,3,1.75,1710,9707,1.0,0,0,4,8,1710,0,48,0,48,17.125166305454993,0.1761615329143916,0,47.623,-122.105,train
1311900240,226500.0,98001,3,2.0,1560,7000,1.0,0,0,4,7,1560,0,46,0,46,30.316810192440943,0.2228571428571428,0,47.3355,-122.284,train
2877101100,700000.0,98117,3,1.75,2100,5000,1.5,0,0,3,8,2100,0,98,0,98,8.209863586790373,0.42,0,47.6776,-122.36,train
3674400035,156000.0,98003,3,1.0,970,8580,1.0,0,0,3,7,970,0,55,0,55,30.05338548219732,0.113053613053613,0,47.3363,-122.311,train
3342103148,502500.0,98056,5,2.5,2430,6168,2.0,0,0,3,8,2430,0,8,0,8,13.560326942759108,0.3939688715953307,0,47.5237,-122.199,train
