id,price,zipcode,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,house_age,is_renovated,years_since_renovation,dist_to_center_km,living_lot_ratio,basement_flag,lat,long
3814700200,329000.0,98030,3,2.25,2450,6500,2.0,0,0,4,8,2450,0,29,0,29,28.49426428478478,0.3769230769230769,0,47.3739,-122.172
1202000200,233000.0,98002,3,2.0,1710,4697,1.5,0,0,5,6,1710,0,73,0,73,34.59467758799831,0.3640621673408559,0,47.3048,-122.218
1794500383,937000.0,98119,3,1.75,2450,2691,2.0,0,0,3,8,1750,700,99,0,99,4.165563262302731,0.9104422147900408,1,47.6386,-122.36
3303700376,667000.0,98112,3,1.0,1400,1581,1.5,0,0,5,8,1400,0,105,0,105,2.228586995224527,0.8855154965211891,0,47.6221,-122.314
5101402488,438000.0,98115,3,1.75,1520,6380,1.0,0,0,3,7,790,730,66,0,66,10.095965431688631,0.23824451410658307,1,47.695,-122.304
1873100390,719000.0,98052,4,2.5,2570,7173,2.0,0,0,3,8,2570,0,10,0,10,20.077179131290485,0.35828802453645614,0,47.7073,-122.11
8562750320,580500.0,98027,3,2.5,2320,3980,2.0,0,0,3,8,2320,0,11,0,11,21.0302976692442,0.5829145728643216,0,47.5391,-122.07
2426039314,280000.0,98133,2,1.5,1190,1265,3.0,0,0,3,7,1190,0,9,0,9,13.605201690205277,0.9407114624505929,0,47.7274,-122.357
461000390,687500.0,98117,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,85,0,85,8.87905192749069,0.466,1,47.6823,-122.368
7589200193,535000.0,98117,3,1.0,1090,3000,1.5,0,0,4,8,1090,0,85,0,85,9.741191420178549,0.36333333333333334,0,47.6889,-122.375
7955080270,322500.0,98058,4,2.75,2060,6659,1.0,0,0,3,7,1280,780,33,0,33,23.818254484373238,0.30935575912299146,1,47.4276,-122.157
9547205180,696000.0,98115,3,2.5,2300,3060,1.5,0,0,3,8,1510,790,84,1,12,8.666033942944937,0.7516339869281046,1,47.6827,-122.31
9435300030,550000.0,98052,4,1.0,1660,34848,1.0,0,0,1,5,930,730,81,0,81,16.230867154950314,0.04763544536271809,1,47.6621,-122.132
2768000400,640000.0,98107,4,2.0,2360,6000,2.0,0,0,4,8,2360,0,110,0,110,7.4607553536060065,0.3933333333333333,0,47.6702,-122.362
7895500070,240000.0,98001,4,1.0,1220,8075,1.0,0,0,2,7,890,330,46,0,46,30.489585416418837,0.15108359133126936,1,47.3341,-122.282
2078500320,605000.0,98056,4,2.5,2620,7553,2.0,0,0,3,8,2620,0,18,0,18,14.20636354021459,0.3468820336290216,0,47.5301,-122.18
5547700270,625000.0,98074,4,2.5,2570,5520,2.0,0,0,3,9,2570,0,14,0,14,22.89016686514025,0.46557971014492755,0,47.6145,-122.027
7766200013,775000.0,98166,4,2.25,4220,24186,1.0,0,0,3,8,2600,1620,30,0,30,17.95950260169539,0.17448110477135534,1,47.445,-122.347
7203220400,861990.0,98053,5,2.75,3595,5639,2.0,0,0,3,9,3595,0,0,0,0,25.241612172118533,0.6375243837559851,0,47.6848,-122.016
9270200160,685000.0,98119,3,1.0,1570,2280,2.0,0,0,3,7,1570,0,92,0,92,4.576965467519865,0.6885964912280702,0,47.6413,-122.364
1432701230,309000.0,98058,3,1.0,1280,9656,1.0,0,0,4,6,920,360,55,0,55,21.13353209177103,0.13256006628003314,1,47.4485,-122.175
8035350320,488000.0,98019,3,2.5,3160,13603,2.0,0,0,3,8,3160,0,11,0,11,30.702744748933743,0.2323016981548188,0,47.7443,-121.977
8945200830,210490.0,98023,3,1.0,990,8528,1.0,0,0,3,6,990,0,49,0,49,33.44213299802505,0.11608818011257035,0,47.3066,-122.371
4178300310,785000.0,98007,4,2.5,2290,13416,2.0,0,0,4,9,2290,0,33,0,33,13.654489508826353,0.1706917113893858,0,47.6194,-122.151
9215400105,450000.0,98115,3,1.75,1250,5963,1.0,0,0,4,7,1250,0,62,0,62,8.487759517256732,0.20962602716753312,0,47.6796,-122.301
822039084,1350000.0,98070,3,2.5,2753,65005,1.0,1,2,5,9,2165,588,62,0,62,24.18218624231806,0.04235058841627567,1,47.4041,-122.451
5245600105,228000.0,98148,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,59,0,59,20.073900050959956,0.129361887161648,0,47.4258,-122.322
7231300125,345000.0,98056,5,2.5,3150,9134,1.0,0,0,4,8,1640,1510,49,0,49,16.512550826320627,0.3448653382964747,1,47.4934,-122.189
7518505990,600000.0,98117,3,1.75,1410,4080,1.0,0,0,4,7,1000,410,64,0,64,9.161182089647085,0.34558823529411764,1,47.6808,-122.384
3626039271,585000.0,98117,2,1.75,1980,8550,1.0,0,0,3,7,990,990,34,0,34,10.671902407556894,0.23157894736842105,1,47.6989,-122.369
4217401195,920000.0,98105,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,88,0,88,6.833421619770407,0.455,1,47.6571,-122.281
9822700295,885000.0,98105,4,2.5,2830,5000,2.0,0,0,3,9,2830,0,19,0,19,6.733603975198995,0.566,0,47.6597,-122.29
9478500640,292500.0,98042,4,2.5,2250,4495,2.0,0,0,3,7,2250,0,6,0,6,31.307668198409182,0.5005561735261401,0,47.3663,-122.114
2799800710,301000.0,98042,3,2.5,2420,4750,2.0,0,0,3,8,2420,0,12,0,12,30.997230058779753,0.5094736842105263,0,47.3663,-122.122
7922800400,951000.0,98008,5,3.25,3250,14342,2.0,0,4,4,8,3250,0,46,0,46,16.329742362700124,0.22660716775902942,0,47.588,-122.116
8079040320,430000.0,98059,4,3.0,1850,9976,2.0,0,0,3,8,1850,0,24,0,24,17.696848562175823,0.18544506816359263,0,47.5059,-122.149
1516000055,650000.0,98166,3,2.25,2150,21235,1.0,0,3,4,8,1590,560,55,0,55,19.19923742858599,0.10124793972215682,1,47.4336,-122.339
9558200045,289000.0,98148,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,60,0,60,18.859916809123742,0.15,0,47.4366,-122.335
5072410070,505000.0,98166,3,1.75,2519,8690,2.0,0,0,5,8,2519,0,41,0,41,18.19120909258573,0.289873417721519,0,47.4428,-122.344
9528102996,549000.0,98115,3,1.75,1540,1044,3.0,0,0,3,8,1540,0,0,0,0,7.869392290528667,1.475095785440613,0,47.6765,-122.32
1189001180,425000.0,98122,3,2.25,1660,6000,1.0,0,0,3,7,1110,550,35,0,35,2.6917384144266494,0.27666666666666667,1,47.6113,-122.297
3253500160,317625.0,98144,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,89,0,89,4.087686167835424,0.7272249934365975,1,47.5747,-122.304
3394100030,975000.0,98004,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,25,0,25,10.85886723301361,0.24617612453615711,0,47.5815,-122.192
3717000160,287000.0,98001,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,9,0,9,30.373827847299122,0.4819277108433735,0,47.3378,-122.257
1274500060,204000.0,98042,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,46,0,46,31.863276567138286,0.08285004142502071,0,47.3621,-122.11
1802000060,1325000.0,98004,5,2.25,3200,20158,1.0,0,0,3,8,1600,1600,49,0,49,9.176962656448554,0.1587459073320766,1,47.6303,-122.215
1525059190,1040000.0,98005,5,3.25,4770,50094,1.0,0,0,4,11,3070,1700,41,0,41,13.886274533418167,0.09522098454904779,1,47.6525,-122.16
1049000060,325000.0,98034,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,43,0,43,18.44917181236797,0.22451888809693513,0,47.7362,-122.179
8820901275,571000.0,98125,4,2.0,2750,7807,1.5,0,0,5,7,2250,500,98,0,98,12.75353739043256,0.3522479825797361,1,47.7168,-122.287
5416510140,360000.0,98038,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,9,0,9,35.20911300530155,0.476,0,47.3608,-122.036
3444100400,349000.0,98042,3,1.75,1790,50529,1.0,0,0,5,7,1090,700,50,0,50,34.40608424446154,0.03542520136951058,1,47.3511,-122.073
3276920270,832500.0,98075,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,28,0,28,26.01534042532504,0.09771522990143011,1,47.5822,-121.987
4036801170,380000.0,98008,4,1.75,1760,7300,1.0,0,0,3,7,880,880,58,0,58,15.529843795013493,0.2410958904109589,1,47.6034,-122.125
2391600320,480000.0,98116,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,74,0,74,6.632603409385671,0.20553359683794467,0,47.5636,-122.394
6300000287,410000.0,98133,3,1.0,1410,5060,1.0,0,0,4,7,910,500,58,0,58,11.25736757533365,0.27865612648221344,1,47.7073,-122.34
1531000030,720000.0,98010,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,13,0,13,37.36034780593153,0.08693899150769852,0,47.342,-122.025
5104520400,390000.0,98038,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,11,0,11,37.37976209449192,0.46078431372549017,0,47.3512,-122.008
7437100340,360000.0,98038,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,22,0,22,36.46898029080699,0.3226354219731703,0,47.349,-122.031
9418400240,355000.0,98118,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,66,0,66,7.228677023813454,0.3005952380952381,1,47.5474,-122.291
1523059105,356000.0,98059,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,51,0,51,19.554620820065583,0.1928374655647383,0,47.4811,-122.149
1133000671,315000.0,98125,3,1.0,960,6634,1.0,0,0,3,6,960,0,62,0,62,13.467697481396876,0.1447090744648779,0,47.7264,-122.31
4232902595,940000.0,98119,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,89,0,89,3.928233361363452,0.5944444444444444,1,47.6337,-122.365
2599001200,305000.0,98092,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,53,0,53,36.67388950181487,0.31666666666666665,0,47.2909,-122.189
3342103156,461000.0,98056,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,8,0,8,13.628290204534618,0.4412233195285123,1,47.5228,-122.199
1332700270,215000.0,98056,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,35,0,35,14.267372701080067,0.7892156862745098,0,47.518,-122.194
3869900162,335000.0,98136,2,1.75,1030,1066,2.0,0,0,3,7,765,265,8,0,8,8.493200312647307,0.9662288930581614,1,47.5394,-122.387
2791500270,243500.0,98023,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,26,0,26,35.32085640175793,0.2674591381872214,0,47.2897,-122.372
5036300431,1099880.0,98199,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,14,0,14,6.622440115202098,0.5540689438060759,0,47.6506,-122.391
4168000060,153000.0,98023,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,53,0,53,31.633520248291973,0.11428571428571428,0,47.322,-122.351
6021501535,430000.0,98117,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,75,0,75,9.850162032574751,0.316,1,47.687,-122.386
1483300570,905000.0,98040,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,68,1,23,6.576000688928692,0.32195121951219513,1,47.5873,-122.249
3422049190,247500.0,98032,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,48,0,48,27.951451504154146,0.12499202856960653,0,47.3576,-122.277
1099611230,199000.0,98023,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,39,0,39,33.82409970671525,0.18125,0,47.3036,-122.378
722079104,314000.0,98038,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,34,0,34,35.51238099433125,0.04330143540669856,1,47.4109,-121.958
7338200240,437500.0,98045,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,22,0,22,48.348268106962536,0.06296306347870925,0,47.4838,-121.714
1952200240,850830.0,98102,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,104,0,104,4.129095748598465,0.15633260327769805,1,47.6415,-122.315
5200100125,555000.0,98117,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,85,0,85,8.473018821613364,0.5692926969522715,1,47.6775,-122.372
7214720075,699950.0,98077,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,31,0,31,26.46664114069877,0.020354484027771323,0,47.7731,-122.08
2450000295,1088000.0,98004,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,64,1,4,10.57184573735865,0.3599161839023789,0,47.5814,-122.196
6197800045,290000.0,98058,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,60,0,60,21.807336986682312,0.0356732214982753,0,47.4375,-122.184
1328310370,375000.0,98058,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,37,0,37,23.503329858634586,0.23388305847076463,1,47.4431,-122.133
546000875,460000.0,98117,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,75,0,75,9.757261850924461,0.41697877652933835,1,47.6878,-122.38
3530510041,188500.0,98198,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,29,0,29,25.01924901677883,0.49739269955876453,0,47.3813,-122.322
1853000400,680000.0,98077,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,24,0,24,23.269192014487885,0.11199486392980704,0,47.7304,-122.082
3134100116,470000.0,98052,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,72,0,72,17.1798002174157,0.16447901474639443,0,47.6417,-122.109
9545230140,597750.0,98027,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,30,0,30,22.246068546170825,0.24002493765586036,0,47.5386,-122.053
3362400511,570000.0,98103,3,1.75,1260,3328,1.0,0,0,5,6,700,560,110,0,110,8.556124446387855,0.3786057692307692,1,47.6823,-122.349
2525310310,272500.0,98038,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,34,0,34,35.310759839943636,0.12222222222222222,1,47.3624,-122.031
6126500060,329950.0,98108,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,43,0,43,7.105891753980487,0.3484670799128832,1,47.5474,-122.295
8961960160,480000.0,98001,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,13,0,13,32.560607902068874,0.19974027580236225,1,47.3183,-122.253
3626039325,740500.0,98117,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,114,1,15,10.566702517971613,0.6897637795275591,1,47.6981,-122.368
3362400431,518500.0,98103,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,4,0,4,8.54626391548234,1.442831215970962,0,47.6824,-122.347
4060000240,205425.0,98178,2,1.0,880,6780,1.0,0,0,4,6,880,0,69,0,69,13.301482642156804,0.12979351032448377,0,47.5009,-122.248
3454800060,171800.0,98168,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,65,0,65,12.392042903351564,0.16354166666666667,0,47.4965,-122.303
1695900060,535000.0,98144,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,90,0,90,3.566479404833361,0.539906103286385,0,47.587,-122.294
7278700070,660000.0,98177,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,51,0,51,18.959301885692653,0.3707136237256719,1,47.7728,-122.386
6675500070,391500.0,98034,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,27,0,27,15.778718435292744,0.15878230398598336,0,47.7288,-122.226
3626039187,395000.0,98117,2,1.0,770,6000,1.0,0,0,3,6,770,0,62,0,62,10.689437268039862,0.12833333333333333,0,47.6999,-122.364
3524049083,445000.0,98118,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,90,0,90,9.827218422887062,0.4772727272727273,1,47.5299,-122.266
3275860240,770000.0,98052,3,2.25,2910,10204,2.0,0,0,3,9,2910,0,24,0,24,19.842760163329622,0.28518228145825164,0,47.6897,-122.098
4389200955,1450000.0,98004,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,101,1,23,9.045983285048743,0.15458991511608297,1,47.6141,-122.212
4058801670,445000.0,98178,3,2.25,2100,8201,1.0,0,2,3,8,1620,480,47,0,47,12.660213657590004,0.25606633337397877,1,47.5091,-122.244
8732020310,260000.0,98023,4,2.25,2160,8811,1.0,0,0,3,8,1360,800,36,0,36,32.90267962854362,0.24514811031664965,1,47.3129,-122.39
2331300505,822500.0,98103,5,3.5,2320,4960,2.0,0,0,5,7,1720,600,88,0,88,7.936066340194701,0.46774193548387094,1,47.6763,-122.352
7853210060,430000.0,98065,4,2.5,2070,4310,2.0,0,0,3,7,2070,0,11,0,11,37.10028255318891,0.4802784222737819,0,47.5319,-121.85
3668000070,212000.0,98092,3,1.75,1060,7875,1.0,0,0,4,7,1060,0,29,0,29,39.124740582411185,0.1346031746031746,0,47.2761,-122.152
9545240070,660500.0,98027,4,2.25,2010,9603,1.0,0,0,3,8,1440,570,29,0,29,22.34287837250921,0.2093095907528897,1,47.5343,-122.054
1243100136,784000.0,98052,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,25,0,25,21.943517266398906,0.03556059705792326,1,47.697,-122.072
8929000270,453246.0,98029,3,2.5,2010,2287,2.0,0,0,3,8,1390,620,0,0,0,25.78285691736008,0.8788806296458243,1,47.5517,-121.998
2767602356,675000.0,98107,4,3.5,2140,2278,3.0,0,0,3,9,2140,0,10,0,10,8.28941818401922,0.9394205443371378,0,47.6734,-122.38
921049315,199000.0,98003,3,1.75,1320,17390,1.0,0,0,4,7,1320,0,58,0,58,31.308003345170878,0.07590569292696953,0,47.3257,-122.296
3655000070,220000.0,98003,4,1.75,2020,7840,1.0,0,0,3,7,1010,1010,46,0,46,30.71290537325271,0.2576530612244898,1,47.3309,-122.299
4027700812,452000.0,98028,4,2.25,2590,10002,1.0,0,0,4,8,1340,1250,46,0,46,18.755800567664583,0.2589482103579284,1,47.7689,-122.266
3992700335,382500.0,98125,2,1.0,1190,4440,1.0,0,0,3,6,1190,0,33,0,33,12.400106145902024,0.268018018018018,0,47.7135,-122.287
2767603505,519950.0,98107,3,2.25,1170,1249,3.0,0,0,3,8,1170,0,0,0,0,8.202549466040024,0.9367493995196157,0,47.6722,-122.381
4232901525,665000.0,98119,2,1.0,1110,3200,1.0,0,0,3,7,1110,0,89,0,89,3.6313838253633626,0.346875,0,47.6338,-122.358
1777500060,527700.0,98006,5,2.5,2820,9375,1.0,0,0,4,8,1550,1270,46,0,46,15.80739513775879,0.3008,1,47.5707,-122.128
1432900240,205000.0,98058,3,1.0,1610,8579,1.0,0,0,4,7,1010,600,53,0,53,20.594036935288337,0.1876675603217158,1,47.4563,-122.171
6140100875,420000.0,98133,3,1.0,1060,8097,1.0,0,0,4,7,940,120,92,0,92,12.114269051955354,0.13091268371001605,1,47.7144,-122.351
6071600370,500000.0,98006,4,2.25,2030,8517,1.0,0,0,4,8,1380,650,54,0,54,13.430948901027621,0.23834683574028415,1,47.5495,-122.174
1526069017,921500.0,98077,4,2.5,3670,315374,2.0,0,0,4,9,3670,0,20,0,20,27.45197859346169,0.011636977049471421,0,47.7421,-122.026
809001525,890000.0,98109,4,1.0,2550,4000,2.0,0,0,3,8,2370,180,109,0,109,3.6050013502903506,0.6375,1,47.6354,-122.353
3224079105,430000.0,98027,2,2.5,2420,60984,2.0,0,0,3,7,2420,0,7,0,7,30.518364261654504,0.03968253968253968,0,47.5262,-121.943
8075400570,258000.0,98032,5,2.0,2260,12500,1.0,0,0,4,8,1130,1130,54,0,54,24.431610956815675,0.1808,1,47.3887,-122.286
1994200024,511000.0,98103,3,1.0,1430,3455,1.0,0,0,3,7,980,450,67,0,67,9.022639864128855,0.41389290882778584,1,47.6873,-122.336
3362900810,532170.0,98103,3,2.0,1360,3090,2.0,0,0,3,8,1360,0,24,0,24,8.769627852812283,0.4401294498381877,0,47.6838,-122.353
1324300398,560000.0,98107,3,1.0,1110,5000,1.5,0,0,3,7,1110,0,68,0,68,5.788621130945438,0.222,0,47.655,-122.359
537000445,282950.0,98003,3,1.0,1250,8200,1.0,0,0,4,7,1250,0,61,0,61,31.283808996156456,0.1524390243902439,0,47.3255,-122.304
7855801670,2250000.0,98006,4,3.25,5180,19850,2.0,0,3,3,12,3540,1640,9,0,9,13.671754829300143,0.2609571788413098,1,47.562,-122.162
7920100045,350000.0,98115,1,1.0,700,5100,1.0,0,0,3,7,700,0,72,0,72,8.44465800372532,0.13725490196078433,0,47.679,-122.3
8960000030,215000.0,98058,3,1.0,1180,7669,1.0,0,0,4,7,1180,0,47,0,47,21.147254489653555,0.1538662146303299,0,47.4479,-122.176
6388930390,650000.0,98056,5,3.5,3960,25245,2.0,0,0,3,9,2500,1460,18,0,18,15.027043444372685,0.1568627450980392,1,47.525,-122.172
8731900200,320000.0,98023,4,2.75,2640,7500,1.0,0,0,3,8,1620,1020,47,0,47,32.66476657237762,0.352,1,47.3135,-122.369
8029200135,247000.0,98022,3,2.0,1270,7198,1.5,0,0,3,7,1270,0,98,1,1,50.93474662970442,0.1764378994165046,0,47.2086,-121.996
1081200350,320000.0,98059,4,1.75,1760,11180,1.0,0,0,4,8,1760,0,46,0,46,21.969066902387816,0.15742397137745975,0,47.4715,-122.118
84000105,255000.0,98146,5,2.25,2060,8632,1.0,0,0,3,7,1030,1030,52,0,52,13.17839640135668,0.2386468952734013,1,47.4877,-122.335
3756500060,438000.0,98034,3,1.75,1780,9660,1.0,0,0,3,7,1780,0,53,0,53,16.14267429794147,0.18426501035196688,0,47.7171,-122.193
7215720160,900000.0,98075,3,2.5,3400,16603,2.0,0,0,3,10,3400,0,15,0,15,23.18102407615831,0.20478226826477142,0,47.6012,-122.023
3574800520,441000.0,98034,3,2.75,1910,7280,1.0,0,0,3,7,1160,750,35,0,35,16.151886007879284,0.2623626373626374,1,47.7319,-122.224
2617300160,420000.0,98027,3,2.0,2020,38332,1.0,0,0,4,7,1010,1010,39,0,39,28.448999044539857,0.052697485129917565,1,47.4582,-122.023
2558660270,370000.0,98034,3,1.75,1580,7000,1.0,0,0,3,7,1180,400,38,0,38,17.711231630988028,0.2257142857142857,1,47.7209,-122.168
2009000370,269950.0,98198,2,1.75,1340,7250,1.0,0,0,5,5,700,640,66,0,66,22.04216340207784,0.18482758620689654,1,47.408,-122.327
1836980160,807100.0,98006,4,2.5,2680,4499,2.0,0,0,3,9,2680,0,16,0,16,16.19394089906833,0.5956879306512558,0,47.565,-122.125
3261020370,653000.0,98034,3,2.5,2680,9750,1.0,0,0,4,8,1610,1070,35,0,35,13.142323247882274,0.27487179487179486,1,47.7028,-122.231
1755700060,371500.0,98133,3,2.0,1370,8336,1.0,0,0,5,7,1370,0,50,0,50,15.52303023211099,0.16434740882917467,0,47.7458,-122.331
4330600435,284000.0,98166,3,1.75,1560,21000,1.0,0,0,3,7,1560,0,61,0,61,14.304396971550952,0.07428571428571429,0,47.4776,-122.337
9542800700,272000.0,98023,3,1.75,2160,7140,1.0,0,0,4,7,1670,490,37,0,37,33.90545424733699,0.3025210084033613,1,47.3026,-122.374
1999700045,313000.0,98133,3,1.5,1340,7912,1.5,0,0,3,7,1340,0,59,0,59,17.754224903428533,0.16936299292214357,0,47.7658,-122.339
1762600070,917500.0,98033,4,2.5,3880,35003,2.0,0,0,3,10,2570,1310,31,0,31,12.158299579730524,0.11084764163071736,1,47.6477,-122.182
1687900520,673000.0,98006,4,2.25,2590,8190,2.0,0,0,4,8,2590,0,34,0,34,16.295249710392515,0.3162393162393162,0,47.5619,-122.125
7234600798,425000.0,98122,3,2.5,1120,1100,2.0,0,0,3,8,820,300,7,0,7,1.7275009894357327,1.018181818181818,1,47.6106,-122.31
3881900445,399950.0,98144,5,2.75,1970,5400,1.0,0,0,3,7,1320,650,28,0,28,2.814088913538936,0.3648148148148148,1,47.5868,-122.308
2254502445,385000.0,98122,3,1.0,1220,4800,1.0,0,0,3,6,1220,0,113,0,113,1.931004948213428,0.25416666666666665,0,47.6101,-122.307
5437810320,269950.0,98022,3,1.5,1950,7560,1.0,0,2,4,7,1320,630,39,0,39,51.891799745405216,0.25793650793650796,1,47.1976,-121.999
9158100075,330000.0,98177,2,1.0,1350,8220,1.0,0,0,3,7,1060,290,66,0,66,13.065615034208205,0.16423357664233576,1,47.7224,-122.358
3830630310,260000.0,98030,3,2.5,1670,5797,2.0,0,0,3,7,1670,0,26,0,26,30.672387496150968,0.2880800414007245,0,47.3505,-122.179
