lat,long,price,bedrooms,bathrooms,sqft_living,zipcode
47.3784,-122.303,240000.0,3,1.0,1350,98032
47.4961,-122.366,545000.0,4,2.75,2180,98146
47.5741,-122.133,450000.0,3,1.0,1350,98006
47.3877,-122.236,229950.0,3,0.75,1030,98032
47.5577,-122.389,850000.0,5,3.0,3900,98116
47.4558,-122.212,313100.0,4,2.5,2660,98055
47.3532,-122.304,225000.0,3,2.25,1650,98003
47.6793,-122.316,620000.0,4,2.75,2290,98115
47.6607,-122.362,1200000.0,5,3.5,3900,98107
47.7289,-122.335,500000.0,4,2.5,1900,98133
47.6183,-122.298,358000.0,2,1.5,960,98122
47.6782,-122.286,750000.0,4,2.75,2600,98115
47.6111,-122.308,651000.0,3,3.0,2260,98122
47.3338,-122.337,352500.0,4,2.5,2100,98023
47.4752,-121.757,335000.0,3,1.5,1140,98045
47.5159,-122.395,555000.0,3,3.0,2920,98136
47.6066,-122.016,603000.0,4,2.5,2670,98074
47.4473,-122.086,1135250.0,5,4.0,7320,98058
47.6395,-122.203,850000.0,5,2.0,2310,98004
47.6892,-121.913,323000.0,3,1.75,1950,98014
47.3722,-122.185,213500.0,2,1.5,2060,98030
47.7176,-122.236,425000.0,3,2.25,1630,98034
47.3864,-122.03,280000.0,3,2.25,1860,98038
47.5492,-122.274,343000.0,2,1.0,1180,98118
47.7225,-122.349,305000.0,2,1.0,1210,98133
47.714,-122.205,380000.0,2,2.0,1370,98034
47.4743,-122.026,300000.0,3,1.5,1630,98027
47.6846,-122.317,501000.0,2,1.0,1010,98115
47.6276,-122.033,495000.0,3,1.75,1440,98074
47.6544,-122.386,395000.0,1,1.0,790,98199
47.4362,-122.109,459000.0,4,2.75,2790,98058
47.7254,-122.227,354000.0,3,1.0,1130,98034
47.7742,-122.14,464000.0,3,1.75,1630,98072
47.5319,-121.84,280000.0,2,1.75,1610,98065
47.3937,-122.183,300000.0,4,2.5,1840,98031
47.5545,-122.356,377000.0,4,2.0,1640,98106
47.6772,-122.056,782000.0,4,2.5,3510,98053
47.5478,-121.999,430000.0,3,2.25,1470,98029
47.3812,-122.168,267000.0,3,1.75,1440,98030
47.353,-122.272,313100.0,3,2.0,1730,98001
47.6085,-122.013,820000.0,4,2.5,3720,98074
47.4876,-121.8,391500.0,3,2.5,1920,98045
47.75,-122.176,405000.0,3,2.5,1500,98011
47.5339,-121.858,615000.0,5,3.5,2950,98065
47.2774,-122.299,299000.0,4,2.25,1870,98003
47.6192,-122.055,390000.0,4,1.75,2020,98074
47.537,-122.385,286000.0,2,1.0,1170,98136
47.3603,-122.081,286950.0,4,2.5,1610,98042
47.6146,-122.213,3650000.0,5,3.75,5020,98004
47.4887,-122.133,284950.0,3,1.0,990,98059
47.5483,-122.394,363000.0,2,1.0,820,98136
47.5137,-122.252,495000.0,3,3.5,2380,98118
47.5894,-122.197,1130000.0,4,2.5,2660,98004
47.773,-122.265,493000.0,4,2.5,2070,98028
47.3211,-122.277,370000.0,5,3.0,2670,98001
47.6645,-122.326,527000.0,2,1.75,1640,98105
47.6376,-122.353,610000.0,3,1.0,1180,98109
47.6225,-122.038,500000.0,3,2.25,1440,98074
47.4046,-122.181,200000.0,3,2.0,1010,98031
47.6732,-122.331,620000.0,3,1.0,1710,98103
47.6122,-122.288,850000.0,2,1.5,2210,98122
47.6304,-122.309,1003000.0,4,2.5,2230,98112
47.6393,-122.301,600000.0,2,1.0,1290,98112
47.3063,-122.223,255000.0,3,1.75,2190,98002
47.6723,-122.082,650000.0,3,2.25,2180,98053
47.6022,-122.021,410000.0,3,2.5,1830,98074
47.4129,-122.322,271500.0,3,1.75,1995,98198
47.1985,-122.001,245000.0,4,2.0,1870,98022
47.5512,-122.11,1680000.0,6,4.75,5770,98006
47.5738,-122.215,1490000.0,5,3.5,3620,98040
47.6507,-122.32,979700.0,5,3.0,3730,98102
47.5069,-122.472,350000.0,3,2.5,2010,98070
47.7412,-122.088,430000.0,3,2.25,1830,98072
47.4873,-122.324,189000.0,2,1.0,790,98168
47.6606,-122.059,432000.0,3,2.75,2200,98053
47.3342,-122.108,455000.0,5,2.25,3470,98042
47.6368,-122.157,935000.0,5,2.5,3150,98005
47.2815,-122.356,332000.0,4,2.5,2380,98023
47.4485,-122.175,309000.0,3,1.0,1280,98058
47.5919,-122.175,685650.0,3,1.75,1490,98005
47.6938,-122.21,555500.0,2,1.0,920,98033
47.7347,-122.302,290000.0,3,1.0,1470,98155
47.7364,-122.295,345000.0,2,1.0,1160,98155
47.4819,-122.223,200000.0,3,1.5,2060,98055
47.6479,-122.367,683500.0,3,1.5,1820,98119
47.5528,-122.221,984000.0,4,2.25,2390,98040
47.7614,-122.015,839000.0,3,2.5,3200,98077
47.5529,-121.99,710000.0,4,2.75,2940,98029
47.317,-122.378,340000.0,4,2.25,2180,98023
47.4333,-122.194,274000.0,3,1.75,1440,98055
47.4692,-122.35,265000.0,5,1.5,1500,98166
47.7616,-122.273,455000.0,3,1.75,1760,98155
47.6169,-122.104,681500.0,5,2.75,3260,98008
47.6855,-122.289,451000.0,2,1.0,900,98115
47.3473,-122.03,431000.0,4,2.5,3040,98038
47.478,-122.278,235000.0,4,1.75,1450,98168
47.5328,-122.051,500000.0,4,1.75,2290,98027
47.6256,-122.036,382500.0,3,1.5,1090,98074
47.5029,-122.188,326000.0,6,3.0,1880,98056
47.5364,-122.173,427200.0,3,1.0,1030,98056
47.4887,-121.784,251000.0,3,1.75,1220,98045
47.4016,-122.209,300000.0,3,2.5,1640,98031
47.6071,-122.197,745000.0,3,1.0,1390,98004
47.4919,-122.187,270000.0,3,2.0,1350,98056
47.741,-122.314,242500.0,3,1.0,1020,98155
47.5506,-122.29,267500.0,3,1.5,1390,98118
47.7321,-122.185,405000.0,4,2.5,2030,98034
47.5307,-122.054,545000.0,3,2.0,1900,98027
47.6369,-122.365,885000.0,2,2.0,1313,98119
47.4507,-122.139,327500.0,4,1.75,1650,98058
47.5739,-122.032,610000.0,4,2.25,2090,98075
47.6767,-122.38,410000.0,4,2.0,1900,98117
47.3811,-122.317,187000.0,2,1.75,1050,98198
47.6875,-122.393,575000.0,2,1.75,1840,98117
47.6336,-122.29,1225000.0,3,2.25,2980,98112
47.6841,-122.309,667500.0,3,2.0,1880,98115
47.4501,-122.126,388000.0,4,2.5,2440,98058
47.6666,-122.367,630000.0,3,3.0,1880,98107
47.7085,-122.283,518000.0,4,1.75,1780,98125
47.3831,-122.147,364900.0,4,2.5,2490,98042
47.7757,-122.173,769995.0,5,2.75,3360,98011
47.5848,-122.027,674750.0,4,2.5,2590,98075
47.7226,-122.219,460000.0,3,1.75,1520,98034
47.7368,-122.208,730000.0,4,2.75,3800,98011
47.6799,-122.268,1240000.0,4,3.0,3010,98115
47.4658,-122.172,317000.0,3,2.0,1790,98058
47.595,-122.308,435000.0,3,2.0,980,98144
47.5481,-122.384,398000.0,3,2.5,1720,98136
47.6225,-122.064,508500.0,4,2.75,2520,98074
47.5039,-122.361,180000.0,5,1.0,1460,98146
47.7103,-122.199,405000.0,3,2.0,1660,98034
47.5887,-121.974,815000.0,5,3.5,3500,98075
47.6959,-122.364,650000.0,4,2.5,2210,98117
47.6952,-122.402,1300000.0,4,2.5,3110,98117
47.7419,-122.205,612500.0,4,2.5,2730,98011
47.7592,-122.23,480000.0,3,1.5,2100,98028
47.7695,-122.35,415000.0,4,2.5,2000,98133
47.3932,-122.201,285000.0,4,1.75,2130,98031
47.4324,-122.171,300000.0,4,2.0,2050,98058
47.739,-122.203,547500.0,3,2.5,2550,98011
47.3327,-122.306,169575.0,3,1.0,1300,98003
47.3043,-122.349,339000.0,3,2.0,2350,98023
47.5506,-122.385,560000.0,4,1.75,2120,98136
47.3484,-122.298,270000.0,3,2.25,2140,98003
47.7133,-122.308,467000.0,3,1.0,1220,98125
47.7471,-122.075,432500.0,3,2.5,1940,98077
47.7057,-122.36,385000.0,2,1.0,770,98177
47.5695,-121.992,612500.0,4,2.5,2550,98029
47.6058,-122.313,302282.0,2,1.0,1095,98122
47.7364,-121.969,355000.0,3,2.5,1810,98019
47.5626,-122.384,399500.0,2,1.5,1180,98116
47.7494,-122.304,685000.0,4,2.5,2820,98155
47.649,-122.335,565000.0,3,1.75,1720,98103
47.693,-122.133,731781.0,3,3.0,2630,98052
47.7383,-122.22,595000.0,3,2.5,2660,98011
47.6169,-122.309,570000.0,3,3.5,1460,98122
47.7453,-122.129,455000.0,4,1.75,1790,98072
47.4362,-122.178,365000.0,3,2.5,2200,98058
47.4498,-122.28,380000.0,4,1.75,1740,98188
47.5886,-122.074,622500.0,3,2.5,2290,98075
47.6159,-122.114,525126.0,5,2.25,1950,98008
47.6515,-122.397,872500.0,4,2.0,1990,98199
47.5602,-122.03,891500.0,3,2.5,3090,98075
47.5581,-122.316,267000.0,1,1.0,800,98108
47.5351,-122.381,357500.0,3,1.0,1000,98126
47.6729,-122.363,600000.0,2,2.0,1270,98107
47.727,-122.176,371000.0,4,1.75,1610,98034
47.6876,-122.038,583000.0,4,2.5,2660,98053
47.3357,-122.305,236000.0,3,1.75,1300,98003
47.5999,-122.3,352750.0,2,1.75,1060,98144
47.7102,-122.356,461000.0,2,1.0,1060,98133
47.4549,-122.155,302000.0,4,1.75,1530,98058
47.7753,-122.353,339275.0,3,1.5,1590,98133
47.4398,-121.738,480000.0,4,3.5,3370,98045
47.5045,-122.27,200000.0,3,1.0,1480,98178
47.7071,-122.301,360000.0,3,1.0,1050,98125
47.7133,-122.212,355000.0,4,1.0,1440,98034
47.7034,-122.307,399000.0,2,1.0,1120,98125
47.5599,-122.118,920000.0,4,3.0,3130,98006
47.4485,-121.776,280000.0,3,1.0,1370,98045
47.5298,-122.274,365000.0,5,2.75,2410,98118
47.7417,-122.093,410988.0,3,1.75,1000,98072
47.5076,-122.366,350000.0,3,1.75,1480,98146
47.3731,-122.159,454950.0,4,2.5,2413,98042
47.5772,-122.292,690000.0,4,2.0,2230,98144
47.5855,-121.987,699950.0,3,2.5,3370,98075
47.3693,-122.017,307635.0,3,2.5,1820,98038
47.6396,-122.329,659000.0,2,1.75,1180,98102
47.5038,-122.189,297000.0,3,2.25,1450,98056
47.5394,-122.027,461000.0,3,2.25,1620,98027
47.5072,-122.272,295000.0,3,2.0,1830,98178
47.4107,-122.179,289950.0,4,1.75,2090,98031
47.7252,-122.331,345000.0,2,1.0,970,98133
47.6751,-122.362,450000.0,3,1.0,1360,98107
47.7597,-122.263,480000.0,5,2.0,1760,98028
47.6727,-122.351,611000.0,3,1.0,1850,98103
47.6952,-122.39,650000.0,4,2.75,1910,98117
47.3817,-122.035,348450.0,4,2.5,1950,98038
47.5667,-122.297,175003.0,3,1.5,1390,98108
47.4437,-122.137,315000.0,3,1.75,1340,98058
47.2595,-122.218,268000.0,4,3.0,1840,98092
47.6286,-122.053,565000.0,3,3.0,1850,98074
47.688,-122.018,955000.0,4,3.25,3720,98053
47.5355,-121.874,561000.0,4,2.5,2550,98065
47.7663,-122.234,475000.0,6,3.0,3470,98028
47.6221,-122.208,2300000.0,7,4.75,5310,98004
47.638,-122.225,1600000.0,3,2.75,3040,98004
47.4084,-122.169,365000.0,4,2.5,2905,98031
47.567,-122.385,750000.0,4,1.75,2100,98116
47.5727,-122.138,475000.0,3,1.75,1260,98006
47.5697,-121.898,465000.0,3,1.0,1100,98024
47.2811,-122.214,161500.0,3,1.0,1220,98002
47.7312,-122.202,335000.0,3,1.75,1400,98034
47.5693,-122.002,520000.0,4,3.0,2190,98029
47.4174,-122.316,205000.0,4,1.5,1420,98198
47.4942,-122.304,173000.0,2,1.0,1740,98168
47.295,-122.086,560000.0,3,2.0,2560,98092
47.5381,-122.069,825000.0,5,3.5,4140,98027
47.4662,-122.359,210000.0,2,1.0,720,98166
47.5354,-122.273,366350.0,4,1.0,1680,98118
47.7281,-122.299,355000.0,3,1.0,1180,98125
47.6718,-122.256,1250000.0,3,2.5,2710,98105
47.5563,-122.219,993500.0,4,2.25,4070,98040
47.5314,-122.047,450000.0,3,2.5,1670,98027
47.6328,-122.064,840000.0,4,2.5,3420,98074
47.5767,-122.144,365000.0,4,1.5,1820,98006
47.6784,-122.026,866000.0,4,3.25,3990,98053
47.5855,-122.031,630000.0,4,2.5,2540,98075
47.4339,-122.192,165000.0,3,1.0,1380,98055
47.4557,-122.443,340000.0,4,1.0,1200,98070
47.7477,-122.342,275000.0,2,1.0,1180,98133
47.7009,-122.317,312000.0,2,1.0,1460,98115
47.4125,-121.982,1125000.0,4,3.25,3890,98038
47.3363,-122.213,257000.0,3,2.5,1740,98002
47.572,-122.29,360000.0,4,2.5,2080,98144
47.6543,-122.356,476000.0,2,2.25,1140,98103
47.5839,-122.052,695000.0,4,2.5,2961,98075
47.334,-122.3,197400.0,3,2.0,1610,98003
47.625,-122.042,654300.0,3,2.5,2490,98074
47.5105,-122.387,329950.0,2,1.0,900,98146
47.7162,-122.246,750000.0,2,2.0,2180,98034
47.4394,-122.338,431000.0,4,2.25,2170,98166
47.5966,-122.112,1275000.0,3,2.5,3870,98008
47.7235,-122.039,985000.0,4,3.25,4030,98077
47.5636,-122.316,560000.0,3,2.0,1640,98108
47.3078,-122.337,280500.0,4,2.75,2660,98023
47.4166,-122.323,174500.0,2,1.0,1010,98198
47.6388,-122.409,1400000.0,3,2.0,2020,98199
47.3597,-122.051,230000.0,3,2.0,1310,98038
47.75,-122.245,455000.0,3,1.0,2400,98028
47.5529,-122.026,735000.0,3,2.5,3020,98029
47.3838,-122.184,295000.0,3,2.0,1760,98030
47.6024,-122.296,625000.0,4,1.5,2120,98122
47.6704,-122.183,825000.0,3,2.25,2520,98033
47.7438,-122.328,299000.0,5,2.5,1940,98155
47.5066,-122.146,745000.0,4,2.5,3400,98059
47.4109,-122.329,368000.0,3,1.75,2120,98198
47.6685,-122.044,720000.0,4,2.5,2440,98053
47.5598,-122.27,530000.0,4,3.0,2240,98118
47.4672,-122.006,532000.0,3,2.25,1910,98027
47.6684,-122.175,730000.0,4,2.5,2460,98033
47.6965,-122.308,654000.0,4,2.5,2240,98115
47.6109,-122.226,1160000.0,4,3.0,2680,98039
47.6972,-122.341,280000.0,2,1.5,800,98103
47.6955,-122.291,440000.0,3,1.5,1690,98115
47.4558,-122.362,571000.0,5,1.75,2280,98166
47.699,-122.35,259250.0,3,1.0,940,98103
47.5442,-121.996,856000.0,5,3.25,3620,98029
47.3568,-122.056,312000.0,3,2.5,1780,98038
47.445,-122.276,240000.0,3,1.0,1270,98188
47.4826,-122.149,585000.0,3,2.75,3080,98059
47.5933,-122.075,832000.0,4,2.25,3190,98075
47.2616,-122.281,255000.0,3,1.0,1710,98001
47.6699,-122.195,1127000.0,4,2.5,3160,98033
47.6891,-122.375,634950.0,3,3.0,2180,98117
47.6972,-122.129,450000.0,3,1.75,1720,98052
47.6324,-122.289,1475000.0,3,2.75,3910,98112
47.4999,-122.327,325000.0,4,1.75,1950,98168
47.7289,-122.203,374500.0,3,1.5,1330,98034
47.6389,-122.409,1350000.0,3,2.5,2390,98199
47.5699,-122.287,385000.0,1,1.0,620,98144
47.6904,-122.37,518000.0,3,2.5,1680,98117
47.7097,-122.303,480000.0,3,1.75,1740,98125
47.3149,-122.386,242000.0,4,2.5,1750,98023
47.6298,-122.022,645000.0,3,2.5,2490,98074
47.6234,-122.059,660000.0,5,2.25,3740,98074
47.6899,-122.321,533000.0,3,1.0,1670,98115
47.5682,-122.284,525000.0,3,1.0,1640,98118
47.4567,-122.171,320000.0,4,1.75,1820,98058
47.6919,-122.115,550120.0,5,2.5,2620,98052
47.3492,-122.152,359950.0,4,2.5,3010,98042
47.3618,-122.289,310000.0,4,2.25,1780,98032
47.5073,-122.239,430000.0,3,3.75,3890,98178
47.6712,-122.279,554663.0,3,2.0,1230,98105
47.5761,-122.205,1610000.0,5,3.75,3530,98040
47.3965,-122.314,392000.0,5,2.25,3740,98198
47.7128,-122.365,645000.0,3,2.75,1850,98177
47.6072,-122.053,834995.0,5,1.5,3360,98074
47.491,-122.153,440000.0,4,2.5,2730,98059
47.3628,-122.075,331500.0,4,2.5,2050,98042
47.5656,-122.403,1010000.0,4,3.5,3130,98116
47.4828,-121.73,676000.0,3,2.25,2680,98045
47.547,-122.192,719000.0,3,3.5,2540,98006
47.3826,-122.027,320000.0,3,2.25,1650,98038
47.6342,-122.353,563000.0,6,1.0,1730,98109
47.6748,-122.371,503000.0,3,2.0,1260,98107
47.5803,-122.403,1000000.0,4,2.75,3090,98116
47.4612,-122.215,365000.0,4,3.5,2720,98055
47.7636,-122.202,310000.0,3,1.0,1240,98011
47.5481,-121.886,710000.0,3,2.75,2930,98024
47.2142,-121.987,243000.0,3,1.0,1480,98022
47.7182,-122.034,415000.0,2,1.75,1340,98053
47.7124,-122.301,286000.0,2,1.5,1010,98125
47.5578,-122.363,389950.0,3,2.25,1580,98106
47.657,-122.393,617000.0,3,2.5,1880,98199
47.5513,-122.394,450600.0,2,1.0,840,98136
47.5854,-122.08,820000.0,4,2.5,3670,98075
47.5304,-122.353,360000.0,4,2.0,1730,98106
47.6621,-122.189,685000.0,3,1.75,2210,98033
47.3341,-122.304,298450.0,5,3.0,2100,98003
47.7321,-122.195,445950.0,3,1.75,1300,98034
47.3888,-122.032,533000.0,4,2.5,2830,98038
47.6819,-122.172,909950.0,5,3.75,3050,98033
47.6662,-122.364,670000.0,3,1.75,1730,98107
47.7245,-122.2,397000.0,4,2.0,1440,98034
47.7657,-122.131,514000.0,3,2.25,2260,98072
47.5442,-122.138,720000.0,5,2.5,2900,98006
47.5352,-122.156,760000.0,4,2.5,4660,98059
47.6372,-122.395,650000.0,3,2.0,1870,98199
47.6591,-122.27,1340000.0,4,3.0,2760,98105
47.3581,-122.173,206600.0,3,2.0,1390,98030
47.6269,-122.09,824000.0,4,2.5,2320,98008
47.7478,-122.036,805000.0,4,2.5,3320,98077
47.2585,-122.061,400000.0,4,1.75,2670,98092
47.498,-122.222,285000.0,3,1.75,2380,98178
47.7274,-122.305,430000.0,4,1.75,1890,98125
47.6871,-122.207,670000.0,2,1.75,1650,98033
47.6692,-122.325,565000.0,3,1.5,1540,98105
47.5818,-121.973,785500.0,4,4.0,3280,98075
47.3528,-122.041,361500.0,4,2.5,1980,98038
47.6544,-121.998,875000.0,4,2.5,3230,98053
47.6534,-122.409,650000.0,4,2.25,1910,98199
47.6343,-122.283,850000.0,3,2.0,1540,98112
47.7327,-121.966,430000.0,4,2.5,2750,98019
47.3841,-122.006,287653.0,3,1.0,1050,98038
47.735,-122.159,475000.0,3,2.5,2280,98072
47.7469,-122.217,600000.0,5,3.5,3150,98011
47.6065,-122.291,730000.0,4,1.5,2340,98122
47.7272,-122.311,398000.0,4,1.0,1430,98125
47.2114,-122.009,290000.0,3,2.5,2360,98022
47.4924,-122.311,198500.0,3,1.75,1520,98168
47.6998,-122.367,437000.0,3,3.0,1460,98117
47.5188,-122.256,735000.0,4,2.75,3040,98118
47.3764,-122.179,235000.0,3,1.75,1840,98030
47.5208,-122.15,1135000.0,4,3.25,4130,98059
47.369,-122.126,268000.0,5,2.5,2400,98042
47.6076,-122.298,375000.0,4,2.0,1240,98122
47.6122,-122.111,1160000.0,5,1.75,2870,98008
47.5877,-122.316,374950.0,2,2.25,1240,98144
47.3634,-122.046,252000.0,3,2.0,1370,98038
47.7244,-122.222,257000.0,3,1.75,1850,98034
47.7163,-122.299,398500.0,3,1.0,1200,98125
47.6063,-122.305,408000.0,3,3.0,1500,98122
47.6934,-122.321,680000.0,3,1.75,1090,98115
47.7214,-122.289,689950.0,4,2.75,2520,98125
47.6158,-122.291,742500.0,4,2.75,3100,98122
47.289,-122.344,349900.0,4,2.75,2530,98023
47.4941,-122.34,175000.0,3,1.0,1030,98146
